"gene","TF_family","class","isTF","isHomoeolog"
"TRIDC4AG031000",NA,"homolog",FALSE,TRUE
"TRIDC4AG031010",NA,"homolog",FALSE,TRUE
"TRIDC4AG031020",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG031030",NA,"homolog",FALSE,TRUE
"TRIDC4AG031050",NA,"homolog",FALSE,TRUE
"TRIDC4AG031070",NA,"homolog",FALSE,TRUE
"TRIDC4AG031090",NA,"homolog",FALSE,TRUE
"TRIDC4AG031110",NA,"homolog",FALSE,TRUE
"TRIDC4AG031120",NA,"homolog",FALSE,TRUE
"TRIDC4AG031140",NA,"homolog",FALSE,TRUE
"TRIDC4AG031160",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG031170",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG031190",NA,"homolog",FALSE,TRUE
"TRIDC4AG031200",NA,"homolog",FALSE,TRUE
"TRIDC4AG031220",NA,"homolog",FALSE,TRUE
"TRIDC4AG031240",NA,"homolog",FALSE,TRUE
"TRIDC4AG031260",NA,"homolog",FALSE,TRUE
"TRIDC4AG031270",NA,"homolog",FALSE,TRUE
"TRIDC4AG031280",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG031300",NA,"homolog",FALSE,TRUE
"TRIDC4AG031330",NA,"homolog",FALSE,TRUE
"TRIDC4AG031340",NA,"homolog",FALSE,TRUE
"TRIDC4AG031370",NA,"homolog",FALSE,TRUE
"TRIDC4AG031400",NA,"singleton",FALSE,FALSE
"TRIDC4AG031420",NA,"homolog",FALSE,TRUE
"TRIDC4AG031500",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG031520",NA,"homolog",FALSE,TRUE
"TRIDC4AG031540",NA,"homolog",FALSE,TRUE
"TRIDC4AG031560",NA,"homolog",FALSE,TRUE
"TRIDC4AG031570",NA,"homolog",FALSE,TRUE
"TRIDC4AG031590",NA,"homolog",FALSE,TRUE
"TRIDC4AG031620",NA,"homolog",FALSE,TRUE
"TRIDC4AG031630",NA,"homolog",FALSE,TRUE
"TRIDC4AG031680",NA,"homolog",FALSE,TRUE
"TRIDC4AG031710",NA,"homolog",FALSE,TRUE
"TRIDC4AG031720",NA,"singleton",FALSE,FALSE
"TRIDC4AG031730",NA,"homolog",FALSE,TRUE
"TRIDC4AG031760",NA,"homolog",FALSE,TRUE
"TRIDC4AG031770",NA,"homolog",FALSE,TRUE
"TRIDC4AG031780",NA,"homolog",FALSE,TRUE
"TRIDC4AG031790",NA,"homolog",FALSE,TRUE
"TRIDC4AG031800",NA,"homolog",FALSE,TRUE
"TRIDC4AG031810",NA,"homolog",FALSE,TRUE
"TRIDC4AG031820",NA,"homolog",FALSE,TRUE
"TRIDC4AG031840",NA,"homolog",FALSE,TRUE
"TRIDC4AG031880",NA,"homolog",FALSE,TRUE
"TRIDC4AG031890",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG031900",NA,"homolog",FALSE,TRUE
"TRIDC4AG031930",NA,"homolog",FALSE,TRUE
"TRIDC4AG031950",NA,"singleton",FALSE,FALSE
"TRIDC4AG031970",NA,"homolog",FALSE,TRUE
"TRIDC4AG031980",NA,"homolog",FALSE,TRUE
"TRIDC4AG032000",NA,"homolog",FALSE,TRUE
"TRIDC4AG032010",NA,"singleton",FALSE,FALSE
"TRIDC4AG032020",NA,"homolog",FALSE,TRUE
"TRIDC4AG032070",NA,"homolog",FALSE,TRUE
"TRIDC4AG032110",NA,"homolog",FALSE,TRUE
"TRIDC4AG032120",NA,"homolog",FALSE,TRUE
"TRIDC4AG032130",NA,"homolog",FALSE,TRUE
"TRIDC4AG032160",NA,"homolog",FALSE,TRUE
"TRIDC4AG032190",NA,"homolog",FALSE,TRUE
"TRIDC4AG032220",NA,"homolog",FALSE,TRUE
"TRIDC4AG032230",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG032250",NA,"homolog",FALSE,TRUE
"TRIDC4AG032270",NA,"homolog",FALSE,TRUE
"TRIDC4AG032280",NA,"homolog",FALSE,TRUE
"TRIDC4AG032290",NA,"homolog",FALSE,TRUE
"TRIDC4AG032300",NA,"homolog",FALSE,TRUE
"TRIDC4AG032310",NA,"homolog",FALSE,TRUE
"TRIDC4AG032330",NA,"homolog",FALSE,TRUE
"TRIDC4AG032340",NA,"homolog",FALSE,TRUE
"TRIDC4AG032350",NA,"singleton",FALSE,FALSE
"TRIDC4AG032380",NA,"homolog",FALSE,TRUE
"TRIDC4AG032400",NA,"homolog",FALSE,TRUE
"TRIDC4AG032410",NA,"homolog",FALSE,TRUE
"TRIDC4AG032450",NA,"homolog",FALSE,TRUE
"TRIDC4AG032460",NA,"homolog",FALSE,TRUE
"TRIDC4AG032480",NA,"homolog",FALSE,TRUE
"TRIDC4AG032500",NA,"homolog",FALSE,TRUE
"TRIDC4AG032510",NA,"homolog",FALSE,TRUE
"TRIDC4AG032540",NA,"homolog",FALSE,TRUE
"TRIDC4AG032550",NA,"homolog",FALSE,TRUE
"TRIDC4AG032560",NA,"homolog",FALSE,TRUE
"TRIDC4AG032570",NA,"homolog",FALSE,TRUE
"TRIDC4AG032580",NA,"homolog",FALSE,TRUE
"TRIDC4AG032590",NA,"homolog",FALSE,TRUE
"TRIDC4AG032600",NA,"homolog",FALSE,TRUE
"TRIDC4AG032620",NA,"homolog",FALSE,TRUE
"TRIDC4AG032640",NA,"homolog",FALSE,TRUE
"TRIDC4AG032660",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG032670",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG032680",NA,"singleton",FALSE,FALSE
"TRIDC4AG032690",NA,"homolog",FALSE,TRUE
"TRIDC4AG032700",NA,"singleton",FALSE,FALSE
"TRIDC4AG032740",NA,"homolog",FALSE,TRUE
"TRIDC4AG032750",NA,"homolog",FALSE,TRUE
"TRIDC4AG032760",NA,"homolog",FALSE,TRUE
"TRIDC4AG032770",NA,"homolog",FALSE,TRUE
"TRIDC4AG032780",NA,"homolog",FALSE,TRUE
"TRIDC4AG032800",NA,"homolog",FALSE,TRUE
"TRIDC4AG032810",NA,"homolog",FALSE,TRUE
"TRIDC4AG032840",NA,"singleton",FALSE,FALSE
"TRIDC4AG032850",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG032870",NA,"homolog",FALSE,TRUE
"TRIDC4AG032880",NA,"homolog",FALSE,TRUE
"TRIDC4AG032890",NA,"homolog",FALSE,TRUE
"TRIDC4AG032940",NA,"homolog",FALSE,TRUE
"TRIDC4AG032950",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG032960",NA,"homolog",FALSE,TRUE
"TRIDC4AG032970",NA,"homolog",FALSE,TRUE
"TRIDC4AG032980",NA,"homolog",FALSE,TRUE
"TRIDC4AG032990",NA,"homolog",FALSE,TRUE
"TRIDC4AG033000",NA,"homolog",FALSE,TRUE
"TRIDC4AG033010",NA,"homolog",FALSE,TRUE
"TRIDC4AG033020",NA,"homolog",FALSE,TRUE
"TRIDC4AG033070",NA,"homolog",FALSE,TRUE
"TRIDC4AG033080",NA,"homolog",FALSE,TRUE
"TRIDC4AG033090",NA,"homolog",FALSE,TRUE
"TRIDC4AG033100",NA,"homolog",FALSE,TRUE
"TRIDC4AG033120",NA,"homolog",FALSE,TRUE
"TRIDC4AG033130",NA,"homolog",FALSE,TRUE
"TRIDC4AG033140",NA,"homolog",FALSE,TRUE
"TRIDC4AG033150",NA,"homolog",FALSE,TRUE
"TRIDC4AG033160",NA,"homolog",FALSE,TRUE
"TRIDC4AG033170",NA,"homolog",FALSE,TRUE
"TRIDC4AG033180",NA,"homolog",FALSE,TRUE
"TRIDC4AG033190",NA,"homolog",FALSE,TRUE
"TRIDC4AG033210",NA,"singleton",FALSE,FALSE
"TRIDC4AG033240",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG033260",NA,"homolog",FALSE,TRUE
"TRIDC4AG033270",NA,"homolog",FALSE,TRUE
"TRIDC4AG033290",NA,"homolog",FALSE,TRUE
"TRIDC4AG033330",NA,"homolog",FALSE,TRUE
"TRIDC4AG033410",NA,"homolog",FALSE,TRUE
"TRIDC4AG033430",NA,"homolog",FALSE,TRUE
"TRIDC4AG033450",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG033470",NA,"homolog",FALSE,TRUE
"TRIDC4AG033480",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG033490",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG033620",NA,"unknown",FALSE,FALSE
"TRIDC4AG033630",NA,"homolog",FALSE,TRUE
"TRIDC4AG033640",NA,"homolog",FALSE,TRUE
"TRIDC4AG033650",NA,"homolog",FALSE,TRUE
"TRIDC4AG033670",NA,"homolog",FALSE,TRUE
"TRIDC4AG033690",NA,"homolog",FALSE,TRUE
"TRIDC4AG033710",NA,"homolog",FALSE,TRUE
"TRIDC4AG033720",NA,"homolog",FALSE,TRUE
"TRIDC4AG033740",NA,"homolog",FALSE,TRUE
"TRIDC4AG033750",NA,"singleton",FALSE,FALSE
"TRIDC4AG033780",NA,"singleton",FALSE,FALSE
"TRIDC4AG033790",NA,"homolog",FALSE,TRUE
"TRIDC4AG033800",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG033810",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG033820",NA,"singleton",FALSE,FALSE
"TRIDC4AG033830",NA,"singleton",FALSE,FALSE
"TRIDC4AG033850",NA,"singleton",FALSE,FALSE
"TRIDC4AG033880",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG033900",NA,"singleton",FALSE,FALSE
"TRIDC4AG033930",NA,"homolog",FALSE,TRUE
"TRIDC4AG033940",NA,"homolog",FALSE,TRUE
"TRIDC4AG033960",NA,"homolog",FALSE,TRUE
"TRIDC4AG033980",NA,"homolog",FALSE,TRUE
"TRIDC4AG033990",NA,"homolog",FALSE,TRUE
"TRIDC4AG034000",NA,"homolog",FALSE,TRUE
"TRIDC4AG034020",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG034030",NA,"homolog",FALSE,TRUE
"TRIDC4AG034060",NA,"homolog",FALSE,TRUE
"TRIDC4AG034070",NA,"homolog",FALSE,TRUE
"TRIDC4AG034080",NA,"homolog",FALSE,TRUE
"TRIDC4AG034090",NA,"homolog",FALSE,TRUE
"TRIDC4AG034100",NA,"homolog",FALSE,TRUE
"TRIDC4AG034140",NA,"homolog",FALSE,TRUE
"TRIDC4AG034150",NA,"singleton",FALSE,FALSE
"TRIDC4AG034160",NA,"singleton",FALSE,FALSE
"TRIDC4AG034170",NA,"singleton",FALSE,FALSE
"TRIDC4AG034200",NA,"homolog",FALSE,TRUE
"TRIDC4AG034220",NA,"homolog",FALSE,TRUE
"TRIDC4AG034230",NA,"homolog",FALSE,TRUE
"TRIDC4AG034240",NA,"homolog",FALSE,TRUE
"TRIDC4AG034250",NA,"homolog",FALSE,TRUE
"TRIDC4AG034280",NA,"homolog",FALSE,TRUE
"TRIDC4AG034290",NA,"homolog",FALSE,TRUE
"TRIDC4AG034300",NA,"homolog",FALSE,TRUE
"TRIDC4AG034310",NA,"homolog",FALSE,TRUE
"TRIDC4AG034330",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG034350",NA,"homolog",FALSE,TRUE
"TRIDC4AG034360",NA,"homolog",FALSE,TRUE
"TRIDC4AG034370",NA,"homolog",FALSE,TRUE
"TRIDC4AG034410",NA,"singleton",FALSE,FALSE
"TRIDC4AG034440",NA,"homolog",FALSE,TRUE
"TRIDC4AG034460",NA,"homolog",FALSE,TRUE
"TRIDC4AG034480",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG034510",NA,"homolog",FALSE,TRUE
"TRIDC4AG034530",NA,"homolog",FALSE,TRUE
"TRIDC4AG034540",NA,"homolog",FALSE,TRUE
"TRIDC4AG034550",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG034560",NA,"homolog",FALSE,TRUE
"TRIDC4AG034570",NA,"unknown",FALSE,FALSE
"TRIDC4AG034580",NA,"homolog",FALSE,TRUE
"TRIDC4AG034600",NA,"homolog",FALSE,TRUE
"TRIDC4AG034650",NA,"singleton",FALSE,FALSE
"TRIDC4AG034660",NA,"homolog",FALSE,TRUE
"TRIDC4AG034670",NA,"homolog",FALSE,TRUE
"TRIDC4AG034680",NA,"homolog",FALSE,TRUE
"TRIDC4AG034690",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG034700",NA,"homolog",FALSE,TRUE
"TRIDC4AG034730",NA,"singleton",FALSE,FALSE
"TRIDC4AG034740",NA,"homolog",FALSE,TRUE
"TRIDC4AG034750",NA,"homolog",FALSE,TRUE
"TRIDC4AG034760",NA,"homolog",FALSE,TRUE
"TRIDC4AG034770",NA,"singleton",FALSE,FALSE
"TRIDC4AG034780",NA,"unknown",FALSE,FALSE
"TRIDC4AG034790",NA,"singleton",FALSE,FALSE
"TRIDC4AG034800",NA,"homolog",FALSE,TRUE
"TRIDC4AG034860",NA,"homolog",FALSE,TRUE
"TRIDC4AG034890",NA,"homolog",FALSE,TRUE
"TRIDC4AG034900",NA,"homolog",FALSE,TRUE
"TRIDC4AG034910",NA,"homolog",FALSE,TRUE
"TRIDC4AG034930",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG034940",NA,"singleton",FALSE,FALSE
"TRIDC4AG034960",NA,"singleton",FALSE,FALSE
"TRIDC4AG034970",NA,"homolog",FALSE,TRUE
"TRIDC4AG034980",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG034990",NA,"homolog",FALSE,TRUE
"TRIDC4AG035040",NA,"singleton",FALSE,FALSE
"TRIDC4AG035070",NA,"homolog",FALSE,TRUE
"TRIDC4AG035100",NA,"homolog",FALSE,TRUE
"TRIDC4AG035150",NA,"homolog",FALSE,TRUE
"TRIDC4AG035160",NA,"homolog",FALSE,TRUE
"TRIDC4AG035210",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG035230",NA,"homolog",FALSE,TRUE
"TRIDC4AG035250",NA,"homolog",FALSE,TRUE
"TRIDC4AG035280",NA,"homolog",FALSE,TRUE
"TRIDC4AG035300",NA,"homolog",FALSE,TRUE
"TRIDC4AG035330",NA,"homolog",FALSE,TRUE
"TRIDC4AG035340",NA,"homolog",FALSE,TRUE
"TRIDC4AG035350",NA,"homolog",FALSE,TRUE
"TRIDC4AG035400",NA,"singleton",FALSE,FALSE
"TRIDC4AG035430",NA,"homolog",FALSE,TRUE
"TRIDC4AG035440",NA,"homolog",FALSE,TRUE
"TRIDC4AG035450",NA,"homolog",FALSE,TRUE
"TRIDC4AG035490",NA,"singleton",FALSE,FALSE
"TRIDC4AG035520",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG035530",NA,"homolog",FALSE,TRUE
"TRIDC4AG035540",NA,"homolog",FALSE,TRUE
"TRIDC4AG035550",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG035560",NA,"homolog",FALSE,TRUE
"TRIDC4AG035570",NA,"homolog",FALSE,TRUE
"TRIDC4AG035580",NA,"homolog",FALSE,TRUE
"TRIDC4AG035590",NA,"homolog",FALSE,TRUE
"TRIDC4AG035610",NA,"homolog",FALSE,TRUE
"TRIDC4AG035620",NA,"homolog",FALSE,TRUE
"TRIDC4AG035650",NA,"homolog",FALSE,TRUE
"TRIDC4AG035660",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG035670",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG035680",NA,"homolog",FALSE,TRUE
"TRIDC4AG035710",NA,"homolog",FALSE,TRUE
"TRIDC4AG035740",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG035760",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG035790",NA,"homolog",FALSE,TRUE
"TRIDC4AG035800",NA,"homolog",FALSE,TRUE
"TRIDC4AG035810",NA,"homolog",FALSE,TRUE
"TRIDC4AG035820",NA,"homolog",FALSE,TRUE
"TRIDC4AG035830",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG035840",NA,"homolog",FALSE,TRUE
"TRIDC4AG035850",NA,"homolog",FALSE,TRUE
"TRIDC4AG035860",NA,"homolog",FALSE,TRUE
"TRIDC4AG035890",NA,"homolog",FALSE,TRUE
"TRIDC4AG035910",NA,"homolog",FALSE,TRUE
"TRIDC4AG035920",NA,"homolog",FALSE,TRUE
"TRIDC4AG035930",NA,"homolog",FALSE,TRUE
"TRIDC4AG035940",NA,"homolog",FALSE,TRUE
"TRIDC4AG035960",NA,"homolog",FALSE,TRUE
"TRIDC4AG035970",NA,"homolog",FALSE,TRUE
"TRIDC4AG035980",NA,"homolog",FALSE,TRUE
"TRIDC4AG035990",NA,"homolog",FALSE,TRUE
"TRIDC4AG036000",NA,"homolog",FALSE,TRUE
"TRIDC4AG036060",NA,"homolog",FALSE,TRUE
"TRIDC4AG036070",NA,"homolog",FALSE,TRUE
"TRIDC4AG036080",NA,"homolog",FALSE,TRUE
"TRIDC4AG036090",NA,"homolog",FALSE,TRUE
"TRIDC4AG036110",NA,"homolog",FALSE,TRUE
"TRIDC4AG036120",NA,"homolog",FALSE,TRUE
"TRIDC4AG036130",NA,"homolog",FALSE,TRUE
"TRIDC4AG036150",NA,"homolog",FALSE,TRUE
"TRIDC4AG036190",NA,"homolog",FALSE,TRUE
"TRIDC4AG036200",NA,"homolog",FALSE,TRUE
"TRIDC4AG036220",NA,"homolog",FALSE,TRUE
"TRIDC4AG036230",NA,"homolog",FALSE,TRUE
"TRIDC4AG036260",NA,"homolog",FALSE,TRUE
"TRIDC4AG036270",NA,"homolog",FALSE,TRUE
"TRIDC4AG036280",NA,"homolog",FALSE,TRUE
"TRIDC4AG036290",NA,"homolog",FALSE,TRUE
"TRIDC4AG036310",NA,"homolog",FALSE,TRUE
"TRIDC4AG036320",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG036330",NA,"homolog",FALSE,TRUE
"TRIDC4AG036340",NA,"homolog",FALSE,TRUE
"TRIDC4AG036350",NA,"homolog",FALSE,TRUE
"TRIDC4AG036360",NA,"homolog",FALSE,TRUE
"TRIDC4AG036370",NA,"homolog",FALSE,TRUE
"TRIDC4AG036380",NA,"homolog",FALSE,TRUE
"TRIDC4AG036390",NA,"homolog",FALSE,TRUE
"TRIDC4AG036420",NA,"homolog",FALSE,TRUE
"TRIDC4AG036440",NA,"homolog",FALSE,TRUE
"TRIDC4AG036460",NA,"homolog",FALSE,TRUE
"TRIDC4AG036480",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG036500",NA,"homolog",FALSE,TRUE
"TRIDC4AG036510",NA,"homolog",FALSE,TRUE
"TRIDC4AG036540",NA,"homolog",FALSE,TRUE
"TRIDC4AG036550",NA,"homolog",FALSE,TRUE
"TRIDC4AG036570",NA,"homolog",FALSE,TRUE
"TRIDC4AG036580",NA,"homolog",FALSE,TRUE
"TRIDC4AG036590",NA,"homolog",FALSE,TRUE
"TRIDC4AG036600",NA,"homolog",FALSE,TRUE
"TRIDC4AG036610",NA,"singleton",FALSE,FALSE
"TRIDC4AG036620",NA,"homolog",FALSE,TRUE
"TRIDC4AG036660",NA,"homolog",FALSE,TRUE
"TRIDC4AG036670",NA,"homolog",FALSE,TRUE
"TRIDC4AG036690",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG036700",NA,"homolog",FALSE,TRUE
"TRIDC4AG036710",NA,"homolog",FALSE,TRUE
"TRIDC4AG036730",NA,"homolog",FALSE,TRUE
"TRIDC4AG036740",NA,"homolog",FALSE,TRUE
"TRIDC4AG036750",NA,"homolog",FALSE,TRUE
"TRIDC4AG036760",NA,"homolog",FALSE,TRUE
"TRIDC4AG036770",NA,"homolog",FALSE,TRUE
"TRIDC4AG036780",NA,"singleton",FALSE,FALSE
"TRIDC4AG036830",NA,"homolog",FALSE,TRUE
"TRIDC4AG036850",NA,"homolog",FALSE,TRUE
"TRIDC4AG036860",NA,"homolog",FALSE,TRUE
"TRIDC4AG036870",NA,"homolog",FALSE,TRUE
"TRIDC4AG036880",NA,"homolog",FALSE,TRUE
"TRIDC4AG036890",NA,"singleton",FALSE,FALSE
"TRIDC4AG036930",NA,"homolog",FALSE,TRUE
"TRIDC4AG036940",NA,"homolog",FALSE,TRUE
"TRIDC4AG036950",NA,"homolog",FALSE,TRUE
"TRIDC4AG036960",NA,"homolog",FALSE,TRUE
"TRIDC4AG036990",NA,"homolog",FALSE,TRUE
"TRIDC4AG037010",NA,"homolog",FALSE,TRUE
"TRIDC4AG037020",NA,"homolog",FALSE,TRUE
"TRIDC4AG037030",NA,"homolog",FALSE,TRUE
"TRIDC4AG037040",NA,"homolog",FALSE,TRUE
"TRIDC4AG037070",NA,"homolog",FALSE,TRUE
"TRIDC4AG037080",NA,"homolog",FALSE,TRUE
"TRIDC4AG037100",NA,"homolog",FALSE,TRUE
"TRIDC4AG037120",NA,"homolog",FALSE,TRUE
"TRIDC4AG037130",NA,"homolog",FALSE,TRUE
"TRIDC4AG037140",NA,"singleton",FALSE,FALSE
"TRIDC4AG037150",NA,"homolog",FALSE,TRUE
"TRIDC4AG037160",NA,"homolog",FALSE,TRUE
"TRIDC4AG037230",NA,"homolog",FALSE,TRUE
"TRIDC4AG037280",NA,"homolog",FALSE,TRUE
"TRIDC4AG037330",NA,"homolog",FALSE,TRUE
"TRIDC4AG037340",NA,"homolog",FALSE,TRUE
"TRIDC4AG037350",NA,"homolog",FALSE,TRUE
"TRIDC4AG037360",NA,"homolog",FALSE,TRUE
"TRIDC4AG037380",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG037390",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG037420",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG037430",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG037480",NA,"homolog",FALSE,TRUE
"TRIDC4AG037490",NA,"homolog",FALSE,TRUE
"TRIDC4AG037510",NA,"homolog",FALSE,TRUE
"TRIDC4AG037520",NA,"homolog",FALSE,TRUE
"TRIDC4AG037530",NA,"homolog",FALSE,TRUE
"TRIDC4AG037540",NA,"homolog",FALSE,TRUE
"TRIDC4AG037550",NA,"homolog",FALSE,TRUE
"TRIDC4AG037570",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG037590",NA,"singleton",FALSE,FALSE
"TRIDC4AG037630",NA,"homolog",FALSE,TRUE
"TRIDC4AG037640",NA,"homolog",FALSE,TRUE
"TRIDC4AG037660",NA,"homolog",FALSE,TRUE
"TRIDC4AG037670",NA,"homolog",FALSE,TRUE
"TRIDC4AG037680",NA,"homolog",FALSE,TRUE
"TRIDC4AG037700",NA,"homolog",FALSE,TRUE
"TRIDC4AG037710",NA,"homolog",FALSE,TRUE
"TRIDC4AG037730",NA,"homolog",FALSE,TRUE
"TRIDC4AG037740",NA,"unknown",FALSE,FALSE
"TRIDC4AG037790",NA,"homolog",FALSE,TRUE
"TRIDC4AG037800",NA,"homolog",FALSE,TRUE
"TRIDC4AG037810",NA,"singleton",FALSE,FALSE
"TRIDC4AG037820",NA,"singleton",FALSE,FALSE
"TRIDC4AG037840",NA,"homolog",FALSE,TRUE
"TRIDC4AG037850",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG037860",NA,"homolog",FALSE,TRUE
"TRIDC4AG037870",NA,"homolog",FALSE,TRUE
"TRIDC4AG037880",NA,"homolog",FALSE,TRUE
"TRIDC4AG037900",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG037910",NA,"homolog",FALSE,TRUE
"TRIDC4AG037920",NA,"homolog",FALSE,TRUE
"TRIDC4AG037930",NA,"homolog",FALSE,TRUE
"TRIDC4AG037940",NA,"homolog",FALSE,TRUE
"TRIDC4AG037960",NA,"homolog",FALSE,TRUE
"TRIDC4AG037970",NA,"homolog",FALSE,TRUE
"TRIDC4AG037980",NA,"homolog",FALSE,TRUE
"TRIDC4AG037990",NA,"homolog",FALSE,TRUE
"TRIDC4AG038000",NA,"homolog",FALSE,TRUE
"TRIDC4AG038010",NA,"homolog",FALSE,TRUE
"TRIDC4AG038040",NA,"homolog",FALSE,TRUE
"TRIDC4AG038050",NA,"homolog",FALSE,TRUE
"TRIDC4AG038060",NA,"homolog",FALSE,TRUE
"TRIDC4AG038080",NA,"homolog",FALSE,TRUE
"TRIDC4AG038150",NA,"singleton",FALSE,FALSE
"TRIDC4AG038190",NA,"homolog",FALSE,TRUE
"TRIDC4AG038210",NA,"homolog",FALSE,TRUE
"TRIDC4AG038240",NA,"homolog",FALSE,TRUE
"TRIDC4AG038250",NA,"homolog",FALSE,TRUE
"TRIDC4AG038280",NA,"unknown",FALSE,FALSE
"TRIDC4AG038300",NA,"homolog",FALSE,TRUE
"TRIDC4AG038310",NA,"singleton",FALSE,FALSE
"TRIDC4AG038330",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG038340",NA,"homolog",FALSE,TRUE
"TRIDC4AG038370",NA,"homolog",FALSE,TRUE
"TRIDC4AG038380",NA,"homolog",FALSE,TRUE
"TRIDC4AG038390",NA,"homolog",FALSE,TRUE
"TRIDC4AG038400",NA,"homolog",FALSE,TRUE
"TRIDC4AG038440",NA,"homolog",FALSE,TRUE
"TRIDC4AG038450",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG038460",NA,"homolog",FALSE,TRUE
"TRIDC4AG038470",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG038480",NA,"homolog",FALSE,TRUE
"TRIDC4AG038490",NA,"homolog",FALSE,TRUE
"TRIDC4AG038500",NA,"homolog",FALSE,TRUE
"TRIDC4AG038510",NA,"homolog",FALSE,TRUE
"TRIDC4AG038520",NA,"homolog",FALSE,TRUE
"TRIDC4AG038540",NA,"homolog",FALSE,TRUE
"TRIDC4AG038560",NA,"homolog",FALSE,TRUE
"TRIDC4AG038570",NA,"homolog",FALSE,TRUE
"TRIDC4AG038580",NA,"singleton",FALSE,FALSE
"TRIDC4AG038630",NA,"homolog",FALSE,TRUE
"TRIDC4AG038640",NA,"homolog",FALSE,TRUE
"TRIDC4AG038650",NA,"homolog",FALSE,TRUE
"TRIDC4AG038660",NA,"homolog",FALSE,TRUE
"TRIDC4AG038700",NA,"homolog",FALSE,TRUE
"TRIDC4AG038710",NA,"homolog",FALSE,TRUE
"TRIDC4AG038750",NA,"homolog",FALSE,TRUE
"TRIDC4AG038760",NA,"homolog",FALSE,TRUE
"TRIDC4AG038770",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG038780",NA,"homolog",FALSE,TRUE
"TRIDC4AG038790",NA,"homolog",FALSE,TRUE
"TRIDC4AG038800",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG038820",NA,"homolog",FALSE,TRUE
"TRIDC4AG038830",NA,"homolog",FALSE,TRUE
"TRIDC4AG038850",NA,"homolog",FALSE,TRUE
"TRIDC4AG038860",NA,"homolog",FALSE,TRUE
"TRIDC4AG038870",NA,"homolog",FALSE,TRUE
"TRIDC4AG038880",NA,"homolog",FALSE,TRUE
"TRIDC4AG038890",NA,"homolog",FALSE,TRUE
"TRIDC4AG038900",NA,"homolog",FALSE,TRUE
"TRIDC4AG038910",NA,"homolog",FALSE,TRUE
"TRIDC4AG038920",NA,"homolog",FALSE,TRUE
"TRIDC4AG038930",NA,"homolog",FALSE,TRUE
"TRIDC4AG038940",NA,"hit2homolog",FALSE,FALSE
"TRIDC4AG038950",NA,"singleton",FALSE,FALSE
"TRIDC4AG038970",NA,"homolog",FALSE,TRUE
"TRIDC4AG038990",NA,"homolog",FALSE,TRUE
"TRIDC4AG039000",NA,"homolog",FALSE,TRUE
"TRIDC4AG039020",NA,"homolog",FALSE,TRUE
"TRIDC4AG039040",NA,"homolog",FALSE,TRUE
"TRIDC4AG039080",NA,"homolog",FALSE,TRUE
